Portfolio_Manager_Property_ID,Portfolio_Manager_Property_Name,Unit_of_Measure,Year,Month,Cost,Consumption,Year Built,Property_type,Gross Floor Area
6303414,Halifax City Hall,kWh (kilowatt-hours),2016,April,2666.73,27475.56,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2016,August,3642.82,25985.0,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2016,December,4353.02,50552.11,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2016,February,5116.17,47267.78,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2016,January,4370.98,38673.58,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2016,July,3006.82,19732.5,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2016,June,2322.74,19467.96,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2016,March,4842.34,49108.89,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2016,May,2554.6,23867.96,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2016,November,3693.43,38654.26,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2016,October,2465.96,23693.52,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2016,September,2511.18,19592.59,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2017,April,3047.61,31486.85,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2017,August,2254.58,16167.41,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2017,December,4263.78,47015.19,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2017,February,3499.25,41048.33,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2017,January,3076.32,31045.5,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2017,July,2412.08,17286.3,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2017,June,2616.35,22024.63,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2017,March,4414.25,51374.63,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2017,May,3053.6,27753.33,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2017,November,3603.08,36140.93,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2017,October,2501.85,20783.89,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2017,September,2371.7,17770.0,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2018,April,2928.71,56044.44,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2018,August,2095.3,13921.85,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2018,December,4095.94,45875.93,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2018,February,3405.58,39153.15,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2018,January,4177.71,44844.07,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2018,July,118.0,1944.44,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2018,June,2679.16,21025.93,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2018,March,3662.39,37837.96,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2018,May,2659.46,25967.59,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2018,November,3810.21,39050.37,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2018,October,2559.85,25013.52,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2018,September,2377.23,19357.41,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2019,April,3377.83,33261.11,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2019,August,2156.04,14517.22,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2019,December,4408.58,46214.44,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2019,February,4087.31,40552.22,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2019,January,4508.16,46820.56,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2019,July,2131.03,14600.56,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2019,June,2148.24,17350.19,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2019,March,3941.15,39107.22,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2019,May,3227.31,29595.19,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2019,November,3459.89,38534.44,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2019,October,3121.32,30900.0,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2019,September,2067.78,16794.26,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2020,April,3292.69,63394.44,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2020,August,2131.24,15365.19,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2020,December,1383.26,19284.63,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2020,February,3705.31,41409.63,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2020,January,4601.13,48295.56,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2020,July,2507.14,19778.52,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2020,June,2550.77,20301.3,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2020,March,3108.06,35009.44,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2020,May,2566.22,26666.11,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2020,November,1804.07,24381.53,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2020,October,1632.9,21519.03,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2020,September,1731.44,19903.33,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2021,April,1959.43,17590.0,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2021,February,2061.37,29446.11,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2021,January,2371.92,33722.5,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2021,July,2167.68,19062.5,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2021,June,2198.99,20055.0,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2021,March,1682.01,17028.89,1888,Office,29750.0
6303414,Halifax City Hall,kWh (kilowatt-hours),2021,May,1776.87,15680.0,1888,Office,29750.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2016,April,12468.63,136511.11,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2016,August,13067.78,133194.44,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2016,December,20207.45,148800.0,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2016,February,14835.84,141908.33,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2016,January,16367.74,163865.28,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2016,July,27785.15,193200.0,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2016,June,14943.59,138818.06,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2016,March,15129.04,140652.78,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2016,May,13570.88,126781.94,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2016,November,11516.22,143111.11,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2016,October,20525.71,138000.0,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2016,September,15039.4,135780.56,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2017,April,20627.35,145200.0,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2017,August,12270.4,126844.44,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2017,December,19801.1,142800.0,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2017,February,17991.14,122400.0,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2017,January,12472.78,165275.93,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2017,July,28019.26,192000.0,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2017,June,17006.92,149354.17,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2017,March,11882.84,149765.74,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2017,May,10929.53,121992.59,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2017,November,13217.22,135343.06,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2017,October,10721.48,122609.26,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2017,September,25697.75,177600.0,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2018,August,17356.94,151140.28,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2018,December,20189.0,141600.0,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2018,February,19392.24,134400.0,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2018,January,13126.87,176262.04,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2018,July,19291.28,160359.72,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2018,June,15528.86,140583.33,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2018,March,10875.49,123779.63,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2018,May,11520.49,128212.96,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2018,November,14679.08,153920.83,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2018,October,11080.54,130823.15,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2018,September,25556.0,177600.0,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2019,April,1639.18,163200.0,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2019,August,13503.66,161925.0,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2019,December,7747.42,105882.41,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2019,February,17200.0,108000.0,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2019,January,15337.6,195095.37,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2019,July,10203.64,131025.93,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2019,June,18985.28,180000.0,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2019,March,12615.31,155555.56,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2019,May,8856.24,126845.37,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2019,November,14948.86,150000.0,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2019,October,9077.63,139845.37,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2019,September,15935.45,147600.0,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2020,April,2901.68,64397.22,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2020,August,25243.19,168000.0,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2020,December,4501.46,63576.39,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2020,February,13160.55,146058.33,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2020,January,13450.52,178307.41,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2020,July,16621.42,153684.72,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2020,June,14180.5,131554.17,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2020,March,12888.84,117626.39,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2020,May,7876.67,66052.78,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2020,November,4901.83,66760.19,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2020,October,5817.17,84123.15,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2020,September,9929.3,122276.39,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2021,April,11902.84,106800.0,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2021,February,5573.17,80574.07,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2021,January,5731.71,84355.56,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2021,July,18334.94,165600.0,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2021,June,15136.02,133200.0,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2021,March,7391.5,74654.17,2012,Library,108000.0
6303415,Halifax Central Library,kWh (kilowatt-hours),2021,May,11364.38,93600.0,2012,Library,108000.0
6303416,Alderney Gate,kWh (kilowatt-hours),2016,April,17471.88,183939.44,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2016,August,20374.6,146400.0,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2016,December,18816.31,257111.85,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2016,February,20952.58,248062.59,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2016,January,23130.21,276884.81,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2016,July,18407.4,122850.0,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2016,June,11270.93,78622.41,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2016,March,23263.27,277524.63,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2016,May,13876.12,145558.89,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2016,November,13149.53,155622.59,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2016,October,10782.06,106145.93,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2016,September,19400.37,139845.0,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2017,April,15783.43,218122.22,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2017,August,13263.99,92142.22,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2017,December,18480.1,244115.93,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2017,February,19811.08,288969.63,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2017,January,19375.78,282610.74,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2017,July,17758.76,116790.0,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2017,June,13014.03,109944.44,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2017,March,18911.88,263873.7,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2017,May,13533.41,149340.0,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2017,November,14314.38,170482.41,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2017,October,12036.8,95110.74,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2017,September,13140.09,89981.3,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2018,April,17528.56,206245.0,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2018,August,11463.75,79927.5,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2018,December,18363.0,219975.93,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2018,February,18589.39,252730.19,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2018,January,21700.81,293965.74,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2018,July,13567.04,92960.37,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2018,June,12686.95,90014.63,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2018,March,17631.53,215351.67,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2018,May,11627.77,115685.56,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2018,November,18169.33,219131.11,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2018,October,13499.0,127133.7,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2018,September,15941.5,109575.0,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2019,April,14052.19,203231.48,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2019,August,9569.86,92197.78,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2019,December,22584.97,284794.81,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2019,February,22457.75,320348.33,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2019,January,24352.0,322331.85,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2019,July,9118.82,88300.74,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2019,June,5128.34,77344.44,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2019,March,20230.33,243132.59,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2019,May,13906.16,183090.28,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2019,November,13730.9,211845.19,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2019,October,10127.45,136001.48,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2019,September,682.15,0.0,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2020,April,8894.49,104828.52,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2020,August,5330.44,48870.0,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2020,December,8676.55,154502.08,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2020,February,12908.2,148185.0,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2020,January,26179.58,484050.0,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2020,July,11465.97,74601.33,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2020,June,8070.68,67525.0,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2020,March,8419.85,239125.0,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2020,May,3320.17,86542.59,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2020,November,7484.63,119475.14,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2020,October,5801.57,78059.72,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2020,September,4797.42,45498.89,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2021,April,8177.6,69180.0,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2021,February,10052.41,182467.92,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2021,January,11821.89,301854.17,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2021,July,11462.27,105570.0,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2021,June,11403.32,101310.0,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2021,March,8003.42,118383.15,1988,Office,279400.0
6303416,Alderney Gate,kWh (kilowatt-hours),2021,May,10840.56,98970.0,1988,Office,279400.0
6303417,Eric Spicer Municipal Building,L (Litres),2016,April,5170.0,8636.0,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,L (Litres),2016,February,10199.0,16614.0,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,L (Litres),2016,January,13343.0,22775.0,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,L (Litres),2016,March,5744.0,10500.0,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,L (Litres),2016,May,0.0,0.0,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2016,April,20143.01,150960.0,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2016,August,23887.49,179520.0,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2016,December,13866.37,150895.28,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2016,February,19231.99,138720.0,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2016,January,19473.27,140640.0,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2016,July,22654.38,170640.0,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2016,June,20603.39,148560.0,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2016,March,22422.19,169920.0,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2016,May,20371.78,152160.0,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2016,November,13722.66,146356.11,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2016,October,8058.03,79324.26,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2016,September,20234.16,148080.0,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2017,April,11241.84,101048.61,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2017,August,13239.61,102237.78,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2017,December,15791.84,167634.44,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2017,February,12007.88,126890.0,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2017,January,14280.07,156910.28,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2017,July,11677.68,84521.11,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2017,June,13532.5,101265.56,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2017,March,14946.65,169003.33,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2017,May,11730.92,96446.39,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2017,November,13704.78,144538.06,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2017,October,14290.82,144989.72,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2017,September,11190.5,77280.0,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2018,April,10396.54,90564.44,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2018,August,11298.0,82021.11,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2018,December,18211.0,132240.0,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2018,February,10482.64,92943.89,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2018,January,13802.18,141838.33,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2018,July,12397.12,94103.33,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2018,June,11042.5,80807.78,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2018,March,12318.22,112677.78,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2018,May,10767.93,85698.89,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2018,November,12441.0,112997.78,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2018,October,12626.5,118613.33,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2018,September,10395.5,70320.0,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2019,April,8349.14,92970.0,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2019,August,8008.12,83589.17,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2019,December,6692.41,81578.52,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2019,February,9456.3,115807.22,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2019,January,14217.13,142038.7,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2019,July,8169.18,83467.22,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2019,June,8006.83,82282.5,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2019,March,10676.68,96128.89,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2019,May,7127.44,76469.17,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2019,November,9263.42,106196.67,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2019,October,9142.22,103555.56,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2019,September,8314.6,89433.61,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2020,April,7498.54,69297.22,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2020,August,6463.97,45042.41,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2020,December,5215.73,60892.92,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2020,February,12601.5,113601.11,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2020,January,16663.6,164772.22,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2020,July,7493.3,55772.59,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2020,June,6936.81,54013.7,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2020,March,12278.04,112388.89,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2020,May,7017.24,61742.78,1974,Office,93217.0
6303417,Eric Spicer Municipal Building,kWh (kilowatt-hours),2020,November,4997.08,57922.96,1974,Office,93217.0
